id_caso,tipo_usuario,gravedad,es_motociclista,es_fallecido
842,Otro Vehiculo,Herido,0,0
843,Otro Vehiculo,Herido,0,0
844,Otro Vehiculo,Herido,0,0
845,Otro Vehiculo,Herido,0,0
846,Otro Vehiculo,Herido,0,0
847,Otro Vehiculo,Herido,0,0
848,Otro Vehiculo,Herido,0,0
849,Otro Vehiculo,Herido,0,0
850,Otro Vehiculo,Herido,0,0
851,Otro Vehiculo,Herido,0,0
852,Otro Vehiculo,Herido,0,0
853,Otro Vehiculo,Herido,0,0
854,Otro Vehiculo,Herido,0,0
855,Otro Vehiculo,Herido,0,0
856,Otro Vehiculo,Herido,0,0
857,Otro Vehiculo,Herido,0,0
858,Otro Vehiculo,Herido,0,0
859,Otro Vehiculo,Herido,0,0
860,Otro Vehiculo,Herido,0,0
861,Otro Vehiculo,Herido,0,0
862,Otro Vehiculo,Herido,0,0
863,Otro Vehiculo,Herido,0,0
864,Otro Vehiculo,Herido,0,0
865,Otro Vehiculo,Herido,0,0
866,Otro Vehiculo,Herido,0,0
867,Otro Vehiculo,Herido,0,0
868,Otro Vehiculo,Herido,0,0
869,Otro Vehiculo,Herido,0,0
870,Otro Vehiculo,Herido,0,0
871,Otro Vehiculo,Herido,0,0
872,Otro Vehiculo,Herido,0,0
873,Otro Vehiculo,Herido,0,0
874,Otro Vehiculo,Herido,0,0
875,Otro Vehiculo,Herido,0,0
876,Otro Vehiculo,Herido,0,0
877,Otro Vehiculo,Herido,0,0
878,Otro Vehiculo,Herido,0,0
879,Otro Vehiculo,Herido,0,0
880,Otro Vehiculo,Herido,0,0
881,Otro Vehiculo,Herido,0,0
882,Otro Vehiculo,Herido,0,0
883,Otro Vehiculo,Herido,0,0
884,Otro Vehiculo,Herido,0,0
885,Otro Vehiculo,Herido,0,0
886,Otro Vehiculo,Herido,0,0
887,Otro Vehiculo,Herido,0,0
888,Otro Vehiculo,Herido,0,0
889,Otro Vehiculo,Herido,0,0
890,Otro Vehiculo,Herido,0,0
891,Otro Vehiculo,Herido,0,0
892,Otro Vehiculo,Herido,0,0
893,Otro Vehiculo,Herido,0,0
894,Otro Vehiculo,Herido,0,0
895,Otro Vehiculo,Herido,0,0
896,Otro Vehiculo,Herido,0,0
897,Otro Vehiculo,Herido,0,0
898,Otro Vehiculo,Herido,0,0
899,Otro Vehiculo,Herido,0,0
900,Otro Vehiculo,Herido,0,0
901,Otro Vehiculo,Herido,0,0
902,Otro Vehiculo,Herido,0,0
903,Otro Vehiculo,Herido,0,0
904,Otro Vehiculo,Herido,0,0
905,Otro Vehiculo,Herido,0,0
906,Otro Vehiculo,Herido,0,0
907,Otro Vehiculo,Herido,0,0
908,Otro Vehiculo,Herido,0,0
909,Otro Vehiculo,Herido,0,0
910,Otro Vehiculo,Herido,0,0
911,Otro Vehiculo,Herido,0,0
912,Otro Vehiculo,Herido,0,0
913,Otro Vehiculo,Herido,0,0
914,Otro Vehiculo,Herido,0,0
915,Otro Vehiculo,Herido,0,0
916,Otro Vehiculo,Herido,0,0
917,Otro Vehiculo,Herido,0,0
918,Otro Vehiculo,Herido,0,0
919,Otro Vehiculo,Herido,0,0
920,Otro Vehiculo,Herido,0,0
921,Otro Vehiculo,Herido,0,0
922,Otro Vehiculo,Herido,0,0
923,Otro Vehiculo,Herido,0,0
924,Otro Vehiculo,Herido,0,0
925,Otro Vehiculo,Herido,0,0
926,Otro Vehiculo,Herido,0,0
927,Otro Vehiculo,Herido,0,0
928,Otro Vehiculo,Herido,0,0
929,Otro Vehiculo,Herido,0,0
930,Otro Vehiculo,Herido,0,0
931,Otro Vehiculo,Herido,0,0
932,Otro Vehiculo,Herido,0,0
933,Otro Vehiculo,Herido,0,0
934,Otro Vehiculo,Herido,0,0
935,Otro Vehiculo,Herido,0,0
936,Otro Vehiculo,Herido,0,0
937,Otro Vehiculo,Herido,0,0
938,Otro Vehiculo,Herido,0,0
939,Otro Vehiculo,Herido,0,0
940,Otro Vehiculo,Herido,0,0
941,Otro Vehiculo,Herido,0,0
942,Otro Vehiculo,Herido,0,0
943,Otro Vehiculo,Herido,0,0
944,Otro Vehiculo,Herido,0,0
945,Otro Vehiculo,Herido,0,0
946,Otro Vehiculo,Herido,0,0
947,Otro Vehiculo,Herido,0,0
948,Otro Vehiculo,Herido,0,0
949,Otro Vehiculo,Herido,0,0
950,Otro Vehiculo,Herido,0,0
951,Otro Vehiculo,Herido,0,0
952,Otro Vehiculo,Herido,0,0
953,Otro Vehiculo,Herido,0,0
954,Otro Vehiculo,Herido,0,0
955,Otro Vehiculo,Herido,0,0
956,Otro Vehiculo,Herido,0,0
957,Otro Vehiculo,Herido,0,0
958,Otro Vehiculo,Herido,0,0
959,Otro Vehiculo,Herido,0,0
960,Otro Vehiculo,Herido,0,0
961,Otro Vehiculo,Herido,0,0
962,Otro Vehiculo,Herido,0,0
963,Otro Vehiculo,Herido,0,0
964,Otro Vehiculo,Herido,0,0
965,Otro Vehiculo,Herido,0,0
966,Otro Vehiculo,Herido,0,0
967,Otro Vehiculo,Herido,0,0
968,Otro Vehiculo,Herido,0,0
969,Otro Vehiculo,Herido,0,0
970,Otro Vehiculo,Herido,0,0
971,Otro Vehiculo,Herido,0,0
972,Otro Vehiculo,Herido,0,0
973,Otro Vehiculo,Herido,0,0
974,Otro Vehiculo,Herido,0,0
975,Otro Vehiculo,Herido,0,0
976,Otro Vehiculo,Herido,0,0
977,Otro Vehiculo,Herido,0,0
978,Otro Vehiculo,Herido,0,0
979,Otro Vehiculo,Herido,0,0
980,Otro Vehiculo,Herido,0,0
981,Otro Vehiculo,Herido,0,0
982,Otro Vehiculo,Herido,0,0
983,Otro Vehiculo,Herido,0,0
984,Otro Vehiculo,Herido,0,0
985,Otro Vehiculo,Herido,0,0
986,Otro Vehiculo,Herido,0,0
987,Otro Vehiculo,Herido,0,0
988,Otro Vehiculo,Herido,0,0
989,Otro Vehiculo,Herido,0,0
990,Otro Vehiculo,Herido,0,0
991,Otro Vehiculo,Herido,0,0
992,Otro Vehiculo,Herido,0,0
993,Otro Vehiculo,Herido,0,0
994,Otro Vehiculo,Herido,0,0
995,Otro Vehiculo,Herido,0,0
996,Otro Vehiculo,Herido,0,0
997,Otro Vehiculo,Herido,0,0
998,Otro Vehiculo,Herido,0,0
999,Otro Vehiculo,Herido,0,0
1000,Otro Vehiculo,Herido,0,0
1001,Otro Vehiculo,Herido,0,0
1002,Otro Vehiculo,Herido,0,0
1003,Otro Vehiculo,Herido,0,0
1004,Otro Vehiculo,Herido,0,0
1005,Otro Vehiculo,Herido,0,0
1006,Otro Vehiculo,Herido,0,0
1007,Otro Vehiculo,Herido,0,0
1008,Otro Vehiculo,Herido,0,0
1009,Otro Vehiculo,Herido,0,0
1010,Otro Vehiculo,Herido,0,0
1011,Otro Vehiculo,Herido,0,0
1012,Otro Vehiculo,Herido,0,0
1013,Otro Vehiculo,Herido,0,0
1014,Otro Vehiculo,Herido,0,0
1015,Otro Vehiculo,Herido,0,0
1016,Otro Vehiculo,Herido,0,0
1017,Otro Vehiculo,Herido,0,0
1018,Otro Vehiculo,Herido,0,0
1019,Otro Vehiculo,Herido,0,0
1020,Otro Vehiculo,Herido,0,0
1021,Otro Vehiculo,Herido,0,0
1022,Otro Vehiculo,Herido,0,0
1023,Otro Vehiculo,Herido,0,0
1024,Otro Vehiculo,Herido,0,0
1025,Otro Vehiculo,Herido,0,0
1026,Otro Vehiculo,Herido,0,0
1027,Otro Vehiculo,Herido,0,0
1028,Otro Vehiculo,Herido,0,0
1029,Otro Vehiculo,Herido,0,0
1030,Otro Vehiculo,Herido,0,0
1031,Otro Vehiculo,Herido,0,0
1032,Otro Vehiculo,Herido,0,0
1033,Otro Vehiculo,Herido,0,0
1034,Otro Vehiculo,Herido,0,0
1035,Otro Vehiculo,Herido,0,0
1036,Otro Vehiculo,Herido,0,0
1037,Otro Vehiculo,Herido,0,0
1038,Otro Vehiculo,Herido,0,0
1039,Otro Vehiculo,Herido,0,0
1040,Otro Vehiculo,Herido,0,0
1041,Otro Vehiculo,Herido,0,0
1042,Otro Vehiculo,Herido,0,0
1043,Otro Vehiculo,Herido,0,0
1044,Otro Vehiculo,Herido,0,0
1045,Otro Vehiculo,Herido,0,0
1046,Otro Vehiculo,Herido,0,0
1047,Otro Vehiculo,Herido,0,0
1048,Otro Vehiculo,Herido,0,0
1049,Otro Vehiculo,Herido,0,0
1050,Otro Vehiculo,Herido,0,0
1051,Otro Vehiculo,Herido,0,0
1052,Otro Vehiculo,Herido,0,0
1053,Otro Vehiculo,Herido,0,0
1054,Otro Vehiculo,Herido,0,0
1055,Otro Vehiculo,Herido,0,0
1056,Otro Vehiculo,Herido,0,0
1057,Otro Vehiculo,Herido,0,0
1058,Otro Vehiculo,Herido,0,0
1059,Otro Vehiculo,Herido,0,0
1060,Otro Vehiculo,Herido,0,0
1061,Otro Vehiculo,Herido,0,0
1062,Otro Vehiculo,Herido,0,0
1063,Otro Vehiculo,Herido,0,0
1064,Otro Vehiculo,Herido,0,0
1065,Otro Vehiculo,Herido,0,0
1066,Otro Vehiculo,Herido,0,0
1067,Otro Vehiculo,Herido,0,0
1068,Otro Vehiculo,Herido,0,0
1069,Otro Vehiculo,Herido,0,0
1070,Otro Vehiculo,Herido,0,0
1071,Otro Vehiculo,Herido,0,0
1072,Otro Vehiculo,Herido,0,0
1073,Otro Vehiculo,Herido,0,0
1074,Otro Vehiculo,Herido,0,0
1075,Otro Vehiculo,Herido,0,0
1076,Otro Vehiculo,Herido,0,0
1077,Otro Vehiculo,Herido,0,0
1078,Otro Vehiculo,Herido,0,0
1079,Otro Vehiculo,Herido,0,0
1080,Otro Vehiculo,Herido,0,0
1081,Otro Vehiculo,Herido,0,0
1082,Otro Vehiculo,Herido,0,0
1083,Otro Vehiculo,Herido,0,0
1084,Otro Vehiculo,Herido,0,0
1085,Otro Vehiculo,Herido,0,0
1086,Otro Vehiculo,Herido,0,0
1087,Otro Vehiculo,Herido,0,0
1088,Otro Vehiculo,Herido,0,0
1089,Otro Vehiculo,Herido,0,0
1090,Otro Vehiculo,Herido,0,0
1091,Otro Vehiculo,Herido,0,0
1092,Otro Vehiculo,Herido,0,0
1093,Otro Vehiculo,Herido,0,0
1094,Otro Vehiculo,Herido,0,0
1095,Otro Vehiculo,Herido,0,0
1096,Otro Vehiculo,Herido,0,0
1097,Otro Vehiculo,Herido,0,0
1098,Otro Vehiculo,Herido,0,0
1099,Otro Vehiculo,Herido,0,0
1100,Otro Vehiculo,Herido,0,0
1101,Otro Vehiculo,Herido,0,0
1102,Otro Vehiculo,Herido,0,0
1103,Otro Vehiculo,Herido,0,0
1104,Otro Vehiculo,Herido,0,0
1105,Otro Vehiculo,Herido,0,0
1106,Otro Vehiculo,Herido,0,0
1107,Otro Vehiculo,Herido,0,0
1108,Otro Vehiculo,Herido,0,0
1109,Otro Vehiculo,Herido,0,0
1110,Otro Vehiculo,Herido,0,0
1111,Otro Vehiculo,Herido,0,0
1112,Otro Vehiculo,Herido,0,0
1113,Otro Vehiculo,Herido,0,0
1114,Otro Vehiculo,Herido,0,0
1115,Otro Vehiculo,Herido,0,0
1116,Otro Vehiculo,Herido,0,0
1117,Otro Vehiculo,Herido,0,0
1118,Otro Vehiculo,Herido,0,0
1119,Otro Vehiculo,Herido,0,0
1120,Otro Vehiculo,Herido,0,0
1121,Otro Vehiculo,Herido,0,0
1122,Otro Vehiculo,Herido,0,0
1123,Otro Vehiculo,Herido,0,0
1124,Otro Vehiculo,Herido,0,0
1125,Otro Vehiculo,Herido,0,0
1126,Otro Vehiculo,Herido,0,0
1127,Otro Vehiculo,Herido,0,0
1128,Otro Vehiculo,Herido,0,0
1129,Otro Vehiculo,Herido,0,0
1130,Otro Vehiculo,Herido,0,0
1131,Otro Vehiculo,Herido,0,0
1132,Otro Vehiculo,Herido,0,0
1133,Otro Vehiculo,Herido,0,0
1134,Otro Vehiculo,Herido,0,0
1135,Otro Vehiculo,Herido,0,0
1136,Otro Vehiculo,Herido,0,0
1137,Otro Vehiculo,Herido,0,0
1138,Otro Vehiculo,Herido,0,0
1139,Otro Vehiculo,Herido,0,0
1140,Otro Vehiculo,Herido,0,0
1141,Otro Vehiculo,Herido,0,0
1142,Otro Vehiculo,Herido,0,0
1143,Otro Vehiculo,Herido,0,0
1144,Otro Vehiculo,Herido,0,0
1145,Otro Vehiculo,Herido,0,0
1146,Otro Vehiculo,Herido,0,0
1147,Otro Vehiculo,Herido,0,0
1148,Otro Vehiculo,Herido,0,0
1149,Otro Vehiculo,Herido,0,0
1150,Otro Vehiculo,Herido,0,0
1151,Otro Vehiculo,Herido,0,0
1152,Otro Vehiculo,Herido,0,0
1153,Otro Vehiculo,Herido,0,0
1154,Otro Vehiculo,Herido,0,0
1155,Otro Vehiculo,Herido,0,0
1156,Otro Vehiculo,Herido,0,0
1157,Otro Vehiculo,Herido,0,0
1158,Otro Vehiculo,Herido,0,0
1159,Otro Vehiculo,Herido,0,0
1160,Otro Vehiculo,Herido,0,0
1161,Otro Vehiculo,Herido,0,0
1162,Otro Vehiculo,Herido,0,0
1163,Otro Vehiculo,Herido,0,0
1164,Otro Vehiculo,Herido,0,0
1165,Otro Vehiculo,Herido,0,0
1166,Otro Vehiculo,Herido,0,0
1167,Otro Vehiculo,Herido,0,0
1168,Otro Vehiculo,Herido,0,0
1169,Otro Vehiculo,Herido,0,0
1170,Otro Vehiculo,Herido,0,0
1171,Otro Vehiculo,Herido,0,0
1172,Otro Vehiculo,Herido,0,0
1173,Otro Vehiculo,Herido,0,0
1174,Otro Vehiculo,Herido,0,0
1175,Otro Vehiculo,Herido,0,0
1176,Otro Vehiculo,Herido,0,0
1177,Otro Vehiculo,Herido,0,0
1178,Otro Vehiculo,Herido,0,0
1179,Otro Vehiculo,Herido,0,0
1180,Otro Vehiculo,Herido,0,0
1181,Otro Vehiculo,Herido,0,0
1182,Otro Vehiculo,Herido,0,0
1183,Otro Vehiculo,Herido,0,0
1184,Otro Vehiculo,Herido,0,0
1185,Otro Vehiculo,Herido,0,0
1186,Otro Vehiculo,Herido,0,0
1187,Otro Vehiculo,Herido,0,0
1188,Otro Vehiculo,Herido,0,0
1189,Otro Vehiculo,Herido,0,0
1190,Otro Vehiculo,Herido,0,0
1191,Otro Vehiculo,Herido,0,0
1192,Otro Vehiculo,Herido,0,0
1193,Otro Vehiculo,Herido,0,0
1194,Otro Vehiculo,Herido,0,0
1195,Otro Vehiculo,Herido,0,0
1196,Otro Vehiculo,Herido,0,0
1197,Otro Vehiculo,Herido,0,0
1198,Otro Vehiculo,Herido,0,0
1199,Otro Vehiculo,Herido,0,0
1200,Otro Vehiculo,Herido,0,0
1201,Otro Vehiculo,Herido,0,0
1202,Otro Vehiculo,Herido,0,0
1203,Otro Vehiculo,Herido,0,0
1204,Otro Vehiculo,Herido,0,0
1205,Otro Vehiculo,Herido,0,0
1206,Otro Vehiculo,Herido,0,0
1207,Otro Vehiculo,Herido,0,0
1208,Otro Vehiculo,Herido,0,0
1209,Otro Vehiculo,Herido,0,0
1210,Otro Vehiculo,Herido,0,0
1211,Otro Vehiculo,Fallecido,0,1
1212,Otro Vehiculo,Fallecido,0,1
1213,Otro Vehiculo,Fallecido,0,1
1214,Otro Vehiculo,Fallecido,0,1
1215,Otro Vehiculo,Fallecido,0,1
1216,Otro Vehiculo,Fallecido,0,1
1217,Otro Vehiculo,Fallecido,0,1
1218,Otro Vehiculo,Fallecido,0,1
1219,Otro Vehiculo,Fallecido,0,1
1220,Otro Vehiculo,Fallecido,0,1
1221,Otro Vehiculo,Fallecido,0,1
1222,Otro Vehiculo,Fallecido,0,1
1223,Otro Vehiculo,Fallecido,0,1
1224,Otro Vehiculo,Fallecido,0,1
1225,Otro Vehiculo,Fallecido,0,1
1226,Otro Vehiculo,Fallecido,0,1
1227,Otro Vehiculo,Fallecido,0,1
1228,Otro Vehiculo,Fallecido,0,1
1229,Otro Vehiculo,Fallecido,0,1
1230,Otro Vehiculo,Fallecido,0,1
1231,Otro Vehiculo,Fallecido,0,1
1232,Otro Vehiculo,Fallecido,0,1
1233,Otro Vehiculo,Fallecido,0,1
1234,Otro Vehiculo,Fallecido,0,1
1235,Otro Vehiculo,Fallecido,0,1
1236,Otro Vehiculo,Fallecido,0,1
1237,Otro Vehiculo,Fallecido,0,1
1238,Otro Vehiculo,Fallecido,0,1
1239,Otro Vehiculo,Fallecido,0,1
1240,Otro Vehiculo,Fallecido,0,1
1241,Otro Vehiculo,Fallecido,0,1
1242,Otro Vehiculo,Fallecido,0,1
1243,Otro Vehiculo,Fallecido,0,1
1244,Otro Vehiculo,Fallecido,0,1
1245,Otro Vehiculo,Fallecido,0,1
1246,Otro Vehiculo,Fallecido,0,1
1247,Otro Vehiculo,Fallecido,0,1
1248,Otro Vehiculo,Fallecido,0,1
1249,Otro Vehiculo,Fallecido,0,1
1250,Otro Vehiculo,Fallecido,0,1
1251,Otro Vehiculo,Fallecido,0,1
1252,Otro Vehiculo,Fallecido,0,1
1253,Otro Vehiculo,Fallecido,0,1
1254,Otro Vehiculo,Fallecido,0,1
1255,Otro Vehiculo,Fallecido,0,1
1256,Otro Vehiculo,Fallecido,0,1
1257,Otro Vehiculo,Fallecido,0,1
1258,Otro Vehiculo,Fallecido,0,1
1259,Otro Vehiculo,Fallecido,0,1
1260,Otro Vehiculo,Fallecido,0,1
1261,Otro Vehiculo,Fallecido,0,1
1262,Otro Vehiculo,Fallecido,0,1
1263,Otro Vehiculo,Fallecido,0,1
1264,Otro Vehiculo,Fallecido,0,1
1265,Otro Vehiculo,Fallecido,0,1
1266,Otro Vehiculo,Fallecido,0,1
1267,Otro Vehiculo,Fallecido,0,1
1268,Otro Vehiculo,Fallecido,0,1
1269,Otro Vehiculo,Fallecido,0,1
1270,Otro Vehiculo,Fallecido,0,1
1271,Otro Vehiculo,Fallecido,0,1
1272,Otro Vehiculo,Fallecido,0,1
1273,Otro Vehiculo,Fallecido,0,1
1274,Otro Vehiculo,Fallecido,0,1
1275,Otro Vehiculo,Fallecido,0,1
1276,Otro Vehiculo,Fallecido,0,1
1277,Otro Vehiculo,Fallecido,0,1
1278,Otro Vehiculo,Fallecido,0,1
1279,Otro Vehiculo,Fallecido,0,1
1280,Otro Vehiculo,Fallecido,0,1
1281,Otro Vehiculo,Fallecido,0,1
1282,Otro Vehiculo,Fallecido,0,1
1283,Otro Vehiculo,Fallecido,0,1
1284,Otro Vehiculo,Fallecido,0,1
1285,Otro Vehiculo,Fallecido,0,1
1286,Otro Vehiculo,Fallecido,0,1
1287,Otro Vehiculo,Fallecido,0,1
1288,Otro Vehiculo,Fallecido,0,1
1289,Otro Vehiculo,Fallecido,0,1
1290,Otro Vehiculo,Fallecido,0,1
1291,Otro Vehiculo,Fallecido,0,1
1292,Otro Vehiculo,Fallecido,0,1
1293,Otro Vehiculo,Fallecido,0,1
1294,Otro Vehiculo,Fallecido,0,1
1295,Otro Vehiculo,Fallecido,0,1
1296,Otro Vehiculo,Fallecido,0,1
1297,Otro Vehiculo,Fallecido,0,1
1298,Otro Vehiculo,Fallecido,0,1
1299,Otro Vehiculo,Fallecido,0,1
1300,Otro Vehiculo,Fallecido,0,1
1301,Otro Vehiculo,Fallecido,0,1
1302,Otro Vehiculo,Fallecido,0,1
1303,Otro Vehiculo,Fallecido,0,1
1304,Otro Vehiculo,Fallecido,0,1
1305,Otro Vehiculo,Fallecido,0,1
1306,Otro Vehiculo,Fallecido,0,1
1307,Otro Vehiculo,Fallecido,0,1
1308,Otro Vehiculo,Fallecido,0,1
1309,Otro Vehiculo,Fallecido,0,1
1310,Otro Vehiculo,Fallecido,0,1
1311,Otro Vehiculo,Fallecido,0,1
1312,Otro Vehiculo,Fallecido,0,1
1313,Otro Vehiculo,Fallecido,0,1
1314,Otro Vehiculo,Fallecido,0,1
1315,Otro Vehiculo,Fallecido,0,1
1316,Otro Vehiculo,Fallecido,0,1
1317,Otro Vehiculo,Fallecido,0,1
1318,Otro Vehiculo,Fallecido,0,1
1319,Otro Vehiculo,Fallecido,0,1
1320,Otro Vehiculo,Fallecido,0,1
1321,Otro Vehiculo,Fallecido,0,1
1322,Otro Vehiculo,Fallecido,0,1
1323,Otro Vehiculo,Fallecido,0,1
1324,Otro Vehiculo,Fallecido,0,1
